tid,title,imdbRating,ratingCount,duration,year,nrOfWins,nrOfNominations,nrOfUserReviews
40525,Ali Wong: Hard Knock Wife,7.7,14297,4860,1947,0,0,149
780536,Wild Oats,8,242728,6420,2008,14,35,464
292963,Merata: How Mum Decolonised the Screen,7.3,71092,7020,2007,15,13,274
451094,The Defected,7.7,41426,6720,2005,11,10,126
32701,Spivak,7.8,6571,5700,1940,2,0,90
39286,All Hail King Julien: Exiled,7.4,4265,5160,1947,5,1,68
250182,Get Me Roger Stone,6.4,287,,2000,0,0,2
36260,Mindhorn,7.4,1958,5220,1944,0,0,51
37469,Sahara,7.8,7410,6420,1944,0,0,68
45555,Dry Martina,8,13075,5400,1953,2,0,126
312283,Sh??h??razade,7.5,45,,2002,0,0,0
347048,The Great Magician,8,33806,7260,2004,24,12,82
115751,The Jungle Book,7.9,38661,9540,1996,43,17,218
70644,Carlos Ballarta: Furia ??era,8.4,9187,16980,1973,13,2,39
77405,Evil Genius,8,28278,5640,1978,12,8,166
38854,The Kissing Booth,7.6,11423,6780,1946,0,0,118
55032,The Who Was? Show,7.9,21450,6300,1962,3,0,108
69467,Bheemayan,8.1,15421,5460,1972,24,8,193
107822,Chhota Bheem Aur Kaala Yodha,7.6,53039,7260,1993,64,30,228
330229,Chhota Bheem Ka Romani Adventure,7.7,11831,6840,2002,3,6,57
469050,Chhota Bheem Ka Troll Se Takkar,5,713,,2005,0,0,12
247745,In Family I Trust,7.1,61357,6000,2001,1,0,323
256524,Jailbirds,6.8,26583,6180,2001,1,0,168
323998,Pose,6.9,6228,5820,2003,0,0,17
1237838,The Princess Weiyoung,6.9,6274,5820,2009,0,0,34
97366,The Society,6,12300,5700,1989,0,0,37
1018818,Wine Country,6.4,12317,5580,2008,0,0,39
72081,Aiyyaa,7.1,16154,6780,1975,2,2,72
93822,Bbuddah Hoga Terra Baap,7.5,80677,5640,1987,1,2,245
441909,Gabbar Is Back,7.6,62414,7260,2006,55,53,222
89155,Madras Caf??,6.9,30634,5880,1985,0,0,102
96454,Michael,7,5756,6420,1988,1,1,55
313021,The Adventure Club,6,4587,5100,2004,1,1,22
338097,The Apostate,6.5,10859,7920,2004,6,5,66
989757,Russell Madness,6.2,61269,6480,2010,1,7,168
790712,American Experience: The Island Murder,7.2,25160,6780,2009,16,20,89
323013,Dr. Seuss' The Cat in the Hat,7.9,7075,11160,2004,3,10,45
97165,Familiye,8,204703,7680,1989,14,17,425
790636,Hidden in Plain Sight,8,121583,7020,2013,46,31,227
1189340,John & Yoko: Above Us Only Sky,7.3,133277,7080,2011,0,0,186
1659337,Kia and Cosmos,8.1,224570,6120,2012,17,22,370
2175563,Kill Hitler! The Luck of the Devil,8.9,5221,,2012,0,0,25
43194,Knock Down The House,7.7,661,1800,1959,3,12,16
495596,Le serment des Hitler,6.5,16633,6900,2006,0,0,62
97113,Munafik 2,6.8,217,5880,1989,0,0,1
485601,Robin Hood: The Rebellion,7.6,14277,4500,2009,7,5,56
1219342,"Roswell, New Mexico",7,51727,5820,2010,3,20,158
85542,Snowpiercer,6.7,4855,4860,1983,0,0,51
2555812,Sur Sapata,7.9,9,,2012,0,0,0
82533,Teenage Mutant Ninja Turtles,6.6,17942,5460,1981,2,2,182
3508138,The Dark Crystal,,,,2015,0,0,0
395669,The Kindness Diaries,2.2,2162,5400,2004,0,0,21
310910,Two Graves,6.8,28318,5820,2003,0,0,142
349903,"27, el club de los malditos",6.4,211275,7500,2004,2,8,618
243714,27: Gone Too Soon, grAs - Die Serie (TV Series 2000??? ),bube dame k nig gras die serie tv series,http://www.imdb.com/title/tt0243714/,7.6,3600,2000,0
449088,Abhinetri,7.1,343955,10140,2007,18,28,1222
383574,Ajji,7.3,382541,9060,2006,33,37,1822
1981115,Anjaan: Special Crimes Unit,7.3,191317,6720,2013,0,0,422
411477,Boys Over Flowers,7.1,169411,7200,2008,7,13,333
120616,CIA: Comrade in America,7,251786,7500,1999,4,18,953
167190,Coffee for All,6.8,194016,7320,2004,8,8,586
209163,Darc,6.3,197634,7800,2001,4,13,877
1298650,Despido Procedente,6.7,258919,8160,2011,1,23,464
120657,God's Own Country,6.5,88197,6120,1999,2,1,538
412935,Gurgaon,8.4,998,,2004,0,0,6
1326972,Hombanna,7.6,15256,8520,2009,7,16,26
74899,Iris,6.7,11025,7920,1976,0,0,112
940149,Jewel's Catch One,,,1800,1999,0,0,0
402022,John Mulaney: Kid Gorgeous at Radio City,5.5,95447,5580,2005,0,0,517
236348,Khan: No. 1 Crime Hunter,5.3,16771,5880,2001,0,0,239
780571,Le K Benzema,7.4,103781,7200,2007,0,0,323
54390,Love Ni Bhavai,http://www.imdb.com/title/tt0054390/,7,518,5760,video.movie,0,0
119174,Love Rain,7.8,194927,7740,1997,0,0,459
102975,Mere Papa Hero Hiralal,7.2,44640,6780,1991,1,5,163
300140,My Perfect Romance,7.9,29728,6540,2002,12,11,199
363589,Nibunan,7.2,60530,4860,2003,7,6,671
468565,Onaatah,7.3,22246,5640,2005,14,12,168
2341423,Pocoyo & Cars,,,2400,2011,0,0,0
694942,Pocoyo & The Space Circus,6.6,20,5400,1980,0,0,0
82198,Pocoyo Carnival,http://www.imdb.com/title/tt0082198/,6.9,93600,7740,video.movie,1,1794
3297996,Pocoyo Halloween: Space Halloween,7.3,10,60,2011,0,0,0
230600,Pocoyo Halloween: Spooky Movies,7.6,212157,6060,2001,23,37,1086
464141,Pocoyo Special Sports,7.5,97825,6300,2007,33,34,292
361862,Queens of Comedy,7.8,212173,6060,2004,10,10,427
824747,Ringan,7.8,164143,8460,2008,6,35,353
118971,Roberto Saviano: Writing Under Police Protection,7.5,200900,8640,1997,1,5,407
309698,Simon,7.3,139722,5400,2003,0,0,693
1401152,Sometimes,6.9,160000,6780,2011,0,0,320
1139328,Spiritual House,7.3,110856,7680,2010,26,24,328
109446,Swami Baba Ramdev: The Untold Story,6.7,38338,7140,1994,3,3,90
70047,The Carter Effect,8,229899,7320,1973,13,14,987
81283,The Clapper,7.9,27901,7440,1980,20,9,265
991881,Toc Toc,7.4,461,1320,2007,0,0,2
439662,Tremors 6: A Cold Day in Hell,7.2,11447,10080,2006,5,2,111
420332,Waiting,7.7,15727,11520,2004,20,29,114
248126,Withdrawn,7.4,16660,12600,2001,22,43,108
95936,A Kind of Murder,7.8,4147,9720,1988,6,0,22
114234,A Yellow Bird,7.7,3407,8520,1995,2,1,13
437407,Abby Sen,7.4,4706,7800,2005,10,26,71
112553,Bittoo Boss,7.9,4277,8460,1995,9,0,22
50870,Bombay Talkies,8.2,2303,8760,1957,0,0,26
102258,Boss,7.5,1551,11220,1991,5,0,17
59246,Budhia Singh: Born to Run,8.3,2384,10980,1965,7,2,31
843326,Chaahat,8,2574,10200,2006,0,0,12
1748122,Chashme Buddoor,7.8,160533,5640,2012,29,56,336
39536,Defying the Nazis: The Sharps' War,7.6,4240,5880,1947,2,0,64
408961,Dharam Sankat Mein,6,2314,5460,2005,0,0,34
41268,Don't Think Twice,7.6,3461,4980,1949,0,0,64
406816,Drishyam,6.8,63093,8340,2006,1,4,273
200087,English Babu Desi Mem,8,8569,10440,1999,7,2,22
1656192,Fire in the Blood,6.3,11399,6540,2011,0,0,60
1456941,Gollu Aur Pappu,http://www.imdb.com/title/tt1456941/,6.2,21791,6180,video.movie,8,0
478872,HALO Legends,8.6,73,2760,2005,0,0,2
1683526,Harry Benson: Shoot First,7.7,37961,5820,2011,7,1,99
449467,He Even Has Your Eyes,7.5,200442,8580,2006,39,86,896
156887,In the Shadow of Iris,7.8,17032,4860,1997,3,2,142
2306483,Inkaar,,,18240,2010,0,0,0
420238,Japanese Style Originator,6.1,26358,5580,2008,1,8,101
353161,JFK: The Making of a President,achtung fertig charlie,http://www.imdb.com/title/tt0353161/,5,851,2003,video.movie,0
1823013,Kiss & Cry,,,3720,2011,0,0,0
1126485,Loev,,,2700,2007,0,0,0
473753,Losing Sight of Shore,7.1,20539,5460,2005,0,0,85
995039,Mary Kom,6.8,52624,6120,2008,2,2,138
1058017,Maya Angelou: And Still I Rise,6.4,77188,6000,2009,0,0,271
240890,Moh Maya Money,6.9,69750,5400,2001,0,0,363
425123,Mostly Sunny,6.8,66941,5700,2005,1,1,255
89853,Mumbai Delhi Mumbai,7.7,27690,4920,1985,17,11,114
140379,Oh My God,6.5,18971,6960,1999,1,1,215
207201,One by Two,6.4,127298,7620,2000,5,7,389
472160,Pyaar Ka Punchnama,6.9,40228,6240,2006,0,0,94
35423,Pyaar Ka Punchnama 2,6.3,52076,7080,2001,1,3,307
337563,Queen,6.1,85837,5880,2004,0,0,328
88161,Raja Hindustani,6.2,43781,6660,1984,2,7,88
1174032,Saeed Mirza: The Leftist Sufi,6.6,56,3240,2007,0,0,1
1334260,Shaitan,http://www.imdb.com/title/tt1334260/,7.2,81648,6180,video.movie,6,1931
37280,Special 26,7.7,2886,7200,1944,0,8,82
486674,Tanu Weds Manu,5.7,21230,6240,2008,0,0,105
945513,The Next Skin,7.5,270084,5580,2011,1,3,540
46806,What the Fish,6.9,3538,6120,1954,0,2,51
272152,Yamla Pagla Deewana 2,7.3,114457,7200,2001,0,0,517
89869,Mark Gatiss: A Study in Sherlock,6.9,16502,5460,1985,10,0,114
70723,Palm Trees in the Snow,7.1,35697,5820,1973,3,1,218
286106,Terra,6.7,223431,6360,2002,3,18,2299
66434,Apollo 18,6.8,32396,5160,1971,0,0,187
106912,A.I.C.O.,6.5,12444,6540,1993,0,0,85
810988,Collateral,6.5,26015,6000,2007,0,0,124
60934,Meditation Park,7.7,8440,10920,1966,5,10,91
2739384,The Outsider,http://www.imdb.com/title/tt2739384/,,,480,video.movie,0,0
96969,Match,7.2,60912,8700,1989,16,17,160
66206,Peter and the Farm,8.1,63496,10320,1970,18,7,224
455957,The Sunshine Makers,6.9,21543,6780,2006,0,0,95
1048171,The Young Offenders,7.4,3926,7500,2008,17,5,27
283431,Thithi,6.8,5041,5100,2001,3,6,53
416044,Zinzana,7.3,31994,7560,2007,11,8,155
1593616,After Life,,,1800,2009,0,0,0
120623,Bangkok Love Stories: Hey You!,7.2,159645,5700,1998,11,13,302
1436562,Blue Jasmine,7,116167,5760,2011,3,22,177
351283,Champions,6.9,182719,5160,2005,4,24,375
481499,Disappearance,7.3,90161,5880,2013,5,24,167
327084,Formula 1: Drive to Survive,6.8,99823,4980,2006,6,14,243
312004,Hajwala 2: Mysterious Mission,7.6,78265,5100,2005,33,20,298
451079,Immortals,6.9,85924,5160,2008,1,14,139
397892,JoJo's Bizarre Adventure,7,108289,5760,2008,1,21,165
120587,Juanita,6.6,98450,4980,1998,3,6,274
432283,Lady J,7.8,98374,5220,2009,30,20,225
1667889,Shadow,6.7,95964,5280,2012,2,8,129
427263,Spy Kids 2: The Island of Lost Dreams,6.1,135,780,2004,0,0,1
378194,The Confrontation,8,383562,8220,2004,12,39,901
1028528,The Imaginarium of Doctor Parnassus,7.1,161897,6780,2007,1,3,555
1032755,The Jane Austen Book Club,7.3,154552,6840,2008,2,4,171
1527788,Walk. Ride. Rodeo.,7.9,28184,7140,2010,5,4,68
246734,Bad Guys: Vile City,6.8,2333,3000,1998,0,0,17
172493,Ladies First,7.3,97085,7620,1999,6,8,376
1616195,The Waterboy,6.6,79508,8220,2011,4,11,261
436697,Doubt,7.4,69192,6180,2006,64,59,404
291579,Nappily Ever After,7.3,13843,5520,2002,0,0,75
271383,Sisterakas,8.3,3667,6240,2000,7,2,15
2245279,Starting Over Again,6.2,41,5700,2013,0,0,3
606116,That Thing Called Tadhana,8.2,1253,1380,2005,0,0,1
414993,The Love Affair,7.4,155078,5760,2006,6,16,871
119177,The Order,7.8,164586,6360,1997,6,8,590
485947,Aftershock,7.9,80269,8460,2009,5,3,169
87803,Bullet Head,7.2,38051,6780,1984,5,1,154
212712,Amy Schumer: The Leather Special,7.5,34944,7740,2004,32,31,205
56119,Halo: The Fall of Reach,8.4,15820,1680,1962,1,0,101
120832,American Crime Story: The People v. O.J. Simpson,5.9,55167,5880,1998,1,3,226
297284,The Assassination of Gianni Versace,6.4,42215,6360,2004,0,0,214
120912,Aliens Ate My Homework,6,187269,5280,2002,2,9,594
473075,Benji,6.6,167079,6960,2010,0,0,438
865556,Benji: Off the Leash,6.6,74057,6240,2008,0,0,271
442933,Borderliner,6.3,122260,6900,2007,1,12,502
385004,For the Love of Benji,7.6,76557,7140,2004,21,39,411
2342896,Gad Elmaleh: American Dream,,,1800,2012,0,0,0
190332,Gook,7.9,187512,7200,2000,88,91,1626
446029,Aziz Ansari Live at Madison Square Garden,7.5,200784,6720,2010,6,22,487
1216496,My Own Man,7.8,18654,7680,2009,19,21,80
2309224,A Korean Odyssey,7.1,2740,6600,2013,9,9,18
111667,Bedtime Stories,6.7,8759,7560,1994,1,3,54
1510429,Caregiver,,,3600,2009,0,0,0
1124377,Christopher Robin,7.2,4186,8040,2009,8,7,18
72443,The Hard Way,8.1,14719,6480,1975,0,0,77
1329980,F the Prom,,,,2008,0,0,0
101410,Everyday I Love You,7.8,69356,6960,1991,14,8,206
276919,I Am,8,87043,10680,2003,13,20,586
1399683,Kid Kulafu,7.2,88851,6000,2010,49,62,271
310775,My Only Mother,7.7,35286,7740,2002,2,0,122
1632332,No Other Woman,,,1800,2010,0,0,0
1639426,The Dawn Wall,8.3,17246,8040,2010,13,19,58
3322420,Expedition China,9.1,8769,8760,2014,0,0,91
1562872,Employee of the Month,8.1,26067,9300,2011,16,16,105
2350496,Maggie & Bianca: Fashion Friends,8,7277,6240,2013,17,32,87
66763,Mercy Black,8.8,6338,7320,1971,6,0,40
373856,The Burial of Kojo,7.8,5309,9420,2003,3,26,11
2181931,Trailer Park Boys: The Animated Series,7.9,12038,8040,2012,2,10,90
495034,"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",7.2,4376,9000,2006,1,2,21
861739,Dandy,8.1,62042,6900,2007,30,10,99
111257,Revolt,7.2,206087,6960,1994,12,15,349
105112,Th Eena Meena Deeka Chase Comedy Show,6.9,65361,7020,1992,1,2,127
936501,Bottom of the World,7.9,364251,5580,2008,1,1,920
144117,Bridget Christie: Stand Up for Her,7.9,171326,6480,1999,0,0,868
450232,FirstBorn,6.6,97892,6300,2006,0,0,295
1596343,Five Came Back,7.3,203466,7800,2011,7,18,340
421073,GLOW: The Story of the Gorgeous Ladies of Wrestling,6.8,82710,6540,2008,0,0,173
1635659,Hiroshima: The Real History,5.6,359,6000,2011,0,0,7
1498172,Know Your Enemy - Japan,7.3,61,3600,2009,0,0,1
318462,Let There Be Light,7.9,69618,7560,2004,29,38,290
985699,London Spy,7.1,138678,7260,2008,2,8,410
215750,Monkey Planet,7.6,140339,7860,2001,0,0,648
76734,Nazi Concentration Camps,7.8,7877,9120,1977,2,0,42
395119,North & South,6.1,8804,8700,2006,4,20,82
450259,Prelude to War,8,290735,8580,2006,7,18,628
425637,San Pietro,7.4,29716,8760,2008,12,30,98
81534,The Battle of Midway,7.3,16820,6180,1980,6,3,231
3345048,The Discovery,,,1860,2013,0,0,0
99487,The Fear,8,273708,6300,1990,7,10,543
247196,The Great Train Robbery,7.3,18225,7980,2000,16,15,130
362269,"The Memphis Belle: A Story of a
Flying Fortress",7.1,38038,7080,2004,17,33,196
183659,The Murder Detectives,7,19925,7920,2000,3,5,144
93191,The Negro Soldier,8.1,37237,7680,1987,18,7,188
120889,Thunderbolt,6.9,65707,6780,1998,4,2,596
1273722,Tunisian Victory,9.3,1262,3600,2009,0,0,4
410297,Undercover: How to Operate Behind Enemy Lines,6.8,92603,5940,2006,2,1,534
96794,Why We Fight: The Battle of Russia,6.4,18528,7320,1989,0,0,99
117333,Wild Alaska,6.4,53970,7380,1996,7,7,110
2990434,Wild Arabia,8.1,20,420,2013,0,0,0
313542,WWII: Report from the Aleutians,7.1,66761,7620,2003,0,0,349
1226753,Covered: Alive in Asia,6.9,46874,6780,2010,8,1,147
39190,Jack Taylor,7.6,8333,6540,1947,0,4,108
2727420,Pablo,8.9,626,2580,2013,0,0,1
1125849,??Å????????????????????????????????????????????ù?????????,8,217896,6540,2008,41,35,526
210945,First Match,7.7,126084,6780,2000,8,17,379
393162,Happy Anniversary,7.2,69244,8160,2005,3,15,203
338309,Legend of the Naga Pearls,7.9,25270,6780,2003,9,9,86
385726,Rapture,7.2,27092,7080,2006,2,3,138
758794,Sof??a Ni?§o de Rivera: Selecci??n Natural,7.1,35278,7860,2006,0,0,166
38348,The Titan,8,15433,5400,1946,2,0,108
316465,Trailer Park Boys: Countdown to Liquor Day,6.9,27325,6540,2003,3,3,192
416185,Trailer Park Boys: The Movie,6.8,16094,6720,2007,0,0,53
477139,Trump: An American Dream,7.4,38282,5280,2006,8,6,80
2634130,Backcountry,6.3,10,1800,2013,0,0,0
292490,Colkatay Columbus,8.6,22420,10980,2001,21,36,79
85743,Officer Downe,8.4,4469,8580,1983,1,0,37
76696,Exit Strategy,7.8,1609,7740,1977,3,1,17
456144,Middle School: The Worst Years of My Life,8.2,12161,8640,2006,14,13,105
437238,I Am Me!,6.7,2128,,2004,0,0,11
220832,15-Aug,7.9,3860,,1999,4,2,12
1024648,Bayonet,7.8,308561,7200,2012,66,77,637
75669,Bitter Daisies,7.6,2671,11040,1977,3,0,14
83248,Osmosis,7.9,545,8700,1981,3,1,6
1260581,The Bleeder,7.2,5443,5580,2009,0,0,20
67756,The Highwaymen,6.8,16129,5340,1972,0,0,186
1531261,The Legend of Cocaine Island,8.2,52,2760,2009,0,0,0
26529,The Terminal,7.6,3519,5460,1935,6,3,41
376994,Traitors,6.8,264067,6240,2006,5,29,1880
452608,Tucker and Dale vs. Evil,6.4,132372,6300,2008,1,4,204
418279,Wolves,7.2,396432,8640,2007,12,30,1748
120800,All American,6.1,8259,4440,1998,1,4,59
372183,Ollie & Moon,7.8,252844,6480,2004,5,19,777
258463,Jo Koy: Live from Seattle,7.9,300040,7140,2002,3,4,816
368891,Danur: I Can See Ghosts,6.9,199468,7860,2004,1,8,674
988045,Verses of Love,7.6,346891,7680,2009,9,20,599
465234,??g man ??ig,6.5,145690,7440,2007,0,0,283
317919,James Acaster: Repertoire,6.8,184777,7560,2006,7,12,835
655422,Blood Money,8.4,58,5820,1993,0,0,0
1048524,Nate Bargatze: The Tennessee Kid,7.2,9,1320,2007,0,0,1
783233,Birdshot,7.8,152071,7380,2007,29,79,555
217869,Sei,7.2,200439,6360,2000,2,10,1297
1228987,The Eagle of El-Se'eed,7.2,69530,6960,2010,8,21,343
452694,Kung Fu Panda: Secrets of the Scroll,7.1,88632,6420,2009,1,5,215
119643,Superlopez,7.1,132606,10680,1998,2,5,673
397101,Monster High: Haunted,6.5,71438,6240,2005,0,0,359
3400552,Red Trees,,,1680,2013,0,0,0
317740,Felipe Neto: My Life Makes No Sense,7,224563,6660,2003,5,7,482
266987,The C Word,7,100957,7560,2001,0,0,347
493464,The Most Hated Woman in America,6.7,237540,6600,2008,2,12,698
1853912,"Drugs, Inc.",8,13,3600,2011,0,0,0
420901,I Don't Know How She Does It,7.7,8188,6900,2005,1,3,47
308055,Oversize Cops,7.1,35331,7200,2006,5,11,266
1410063,Day and Night,7.7,28583,8760,2011,6,10,116
792966,"Game Over, Man!",7.6,3641,5940,2006,0,0,20
375920,Layla M.,6.4,27837,6840,2004,1,8,254
349154,Pablo Escobar: Angel or Demon?,6.9,544,4980,2003,3,3,13
2237986,Paradox,,,,2008,0,0,0
212720,Requiem,7.1,189827,8760,2001,13,41,2120
56869,Roxanne Roxanne,7.8,99771,7140,1963,3,4,415
34248,Secret Superstar,7.5,18465,5940,1941,2,2,141
1834158,Welcome to New York,,,3720,2011,0,0,0
477071,Charlie's Colorforms City,5.8,52277,5760,2007,0,0,324
366627,Crime Diaries: The Candidate,7.1,77080,6180,2005,0,0,249
99653,Delhi Crime,7,123596,7620,1990,15,24,236
142688,Mirage,6.7,113685,7980,1999,1,3,613
39302,Most Beautiful Thing,7.6,9579,6360,1947,0,0,111
1095329,ReMastered: The Miami Showband Massacre,,,3600,2006,0,0,0
166896,Selling Sunset,8,54261,6720,1999,17,28,405
1542344,The 10 Sins,7.7,209297,5640,2010,15,83,420
89755,The Dirt,7.2,38508,9660,1985,25,24,186
2399900,The Rolling Stones: Ol?? Ol?? Ol??! A Trip Across Latin America,7.3,15,5700,2012,0,0,0
339579,Antoine Griezmann: The Making of a Legend,6.5,9712,6960,2002,2,3,100
60028,Bo on the Go!,8.4,32319,3000,1969,7,14,140
1819535,Stay Tuned!,5.9,25,7200,2011,0,0,1
1272878,The Amazing Praybeyt Benjamin,6.8,91579,6540,2013,1,0,140
1430132,The Super Parental Guardians,6.8,189340,7560,2013,1,5,459
1211956,The Third Party,6.8,88888,6900,2013,0,0,202
1899353,The Unmarried Wife,7.6,92700,6060,2011,5,5,250
2312718,The Wedding Curse,6.5,29785,6000,2013,0,0,78
1764651,Vince and Kath and James,6.8,179497,6180,2012,3,4,446
1905041,Conor McGregor: Notorious,7.2,198382,7800,2013,4,16,399
1194173,Another Forever,6.7,167130,8100,2012,1,10,472
1549920,Dave Chappelle,6.4,83979,6420,2013,2,1,213
1641638,Fire at Sea,7.1,18336,6000,2010,0,0,18
1232829,Sacro GRA,7.2,247076,6540,2012,6,18,296
1436045,A.X.L.,7.6,40021,8460,2010,13,22,113
2383194,Alexis Viera: A Story of Surviving,,,1800,2012,0,0,0
429589,9-Feb,http://www.imdb.com/title/tt0429589/,5.9,24925,5280,video.movie,1,42
1624012,Imago,,,3720,2010,0,0,0
358082,My Husband Won't Fit,6.3,75205,5460,2005,2,14,264
70608,100 Years: One Woman's Fight for Justice,7.6,55351,4980,1973,1,1,114
138749,Juana Brava,6.8,37219,5340,2000,1,12,130
396555,One-Punch Man,6.9,48842,5700,2007,1,8,137
166813,Contract,6.9,29269,4980,2002,8,15,201
295605,Dear Dad,5,122,6360,2005,0,0,3
2294629,River's Edge,7.9,159512,6120,2013,34,17,508
2409740,Sarkar,,,240,2009,0,0,0
1837147,Sarkar,,,,2011,0,0,0
388473,Saving Mr. Banks,7.8,12716,5580,2003,5,0,49
467406,The Guild,7.6,323252,5760,2007,63,44,854
1440292,Wakefield,7.3,43917,5820,2010,6,11,84
404030,War Chhod Na Yaar,7.5,43433,6360,2005,6,4,170
257360,Weapon of Choice,7.2,93172,7500,2002,34,35,604
2082197,Zubaan,8.3,32832,9060,2012,19,18,208
375611,B: The Beginning,8.2,16637,7320,2005,28,3,164
2377938,Flint Town,7.8,13212,8640,2013,0,0,92
422091,Malena Pichot: Estupidez compleja,6.6,6883,7740,2004,11,22,36
3569796,Natalia Valdebenito: El especial,,,,2014,0,0,0
414387,Ravenous,7.8,143750,7740,2005,15,36,1014
124315,Danny Says,7.4,67891,7560,1999,7,28,420
250875,The Salvation,8.3,960,3600,2000,1,0,2
2482916,For Grace,8.2,65,2640,2013,0,0,1
380599,Amy Schumer Growing,6.9,20899,7800,2005,2,3,135
415965,Social Animals,6.9,15360,6360,2007,0,0,69
191043,Tinker',8.2,8233,5400,1999,13,8,85
298228,In Search of Fellini,7.7,30634,6060,2002,29,28,343
981042,Monkey Up,7.1,1871,6000,2009,20,0,22
308644,All About Nina,7.8,150281,6360,2004,18,57,619
132477,Best Worst Thing That Ever Could Have Happened,7.8,52317,6480,1999,3,12,326
87538,Train to Busan,7.2,90528,7560,1984,2,2,207
327137,He Never Died,7.6,35840,6660,2003,0,0,280
846308,Jimmy Carr: Funny Business,6.7,3948,6060,2008,1,5,22
93132,My Beautiful Broken Brain,8.2,2056,6420,1987,2,4,16
54944,Pee-wee's Big Holiday,7.5,687,5220,1961,0,0,13
2241522,5 Flights Up,,,,2012,0,0,0
368008,Green Door,6.6,73449,7740,2004,1,8,360
2341825,Deidra & Laney Rob a Train,8.2,93,1800,2012,0,0,0
903624,Julie's Greenroom,8.1,438941,10140,2012,10,44,1300
3407456,Naledi: A Baby Elephant's Tale,,,1320,2013,0,0,0
1324059,Pandora,7.6,9967,8280,2009,2,10,45
293715,Samurai Gourmet,8.2,30040,7380,2001,6,1,146
817177,A Separation,7.7,39335,5400,2010,1,1,86
1041829,Benji,6.7,156109,6480,2009,6,18,263
832266,Edha,http://www.imdb.com/title/tt0832266/,7.2,105395,6720,video.movie,0,2
99429,Take Your Pills,6.9,2263,10320,1990,1,0,9
473367,Wild Wild Country,7.6,10996,9300,2008,6,9,82
2358192,Yoo Byung Jae: Too Much Information,,,4920,2012,0,0,0
314331,5 to 7,7.7,244478,8100,2003,10,19,956
104561,Coraline,8.3,8103,10440,1992,1,0,25
371735,Hotel Beau S??jour,7.6,3708,9180,2003,0,0,14
1597766,Howards End,7.4,57,2460,2010,0,0,0
241527,The Hollow Point,7.4,324397,9120,2001,14,50,1516
926084,The Riot Club,7.7,234523,8760,2010,10,39,601
330373,Chicken Little,7.6,283236,9420,2005,10,34,1870
417741,Bombairiya,7.4,229420,9180,2009,7,25,954
295297,Burn Out,7.3,285828,9660,2002,10,31,826
373889,Chief Daddy,7.4,260789,8280,2007,13,32,1097
304141,Edoardo Ferrario: Temi Caldi,7.8,278537,8520,2004,13,35,1479
87332,G-Force,7.8,194573,6300,1984,4,6,399
1054606,Girl,6.9,104593,7380,2009,4,12,206
1222814,If I Hadn't Met You,8,736,,2009,0,0,1
1386932,Jeff Dunham: Arguing with Myself,7.6,42747,6480,2010,3,9,84
1648093,Jeff Dunham: Controlled Chaos,6,2267,6540,2011,1,0,8
1613750,Jeff Dunham: Minding the Monsters,7.3,22702,7080,2012,7,9,52
1456661,Jeff Dunham's Very Special Christmas Special,6.3,6330,6360,2010,0,0,32
1403130,Kung Fu Hustle,6.9,4926,8340,2009,16,31,30
1425257,Late Life: The Chien-Ming Wang Story,6.4,6020,6900,2010,2,0,40
2888046,"Love, Death & Robots",,,,2015,0,0,0
1340107,My Pride,7.7,25747,7140,2010,8,19,73
1164999,Paskal,7.5,50603,8880,2010,16,33,115
287467,The Disappearance of Madeleine McCann,8,72951,6720,2002,44,29,243
880502,The Lives of Others,7.9,21898,6960,2007,27,11,55
1756720,The Student,6.3,7,2640,2010,0,0,0
1091191,Top 10 Secrets and Mysteries,7.8,71512,7260,2013,5,10,257
1567609,Turn Up Charlie,7.1,67634,5760,2012,0,0,119
1242422,Twinsanity,7.7,36930,6780,2009,25,19,54
1270262,Bilu Rakkhosh,7.1,44018,6540,2011,0,0,120
1332134,Chal Dhar Pakad,7.4,9343,6960,2010,6,6,14
780504,Ek Cup Chya,7.9,335287,6000,2011,43,80,1155
346631,Haapus,6.7,18905,5580,2009,0,0,56
2334879,In This Corner of the World,6.4,94851,7860,2013,1,7,355
1253863,Irada Pakka,7,56680,6120,2014,0,0,268
1533749,Jag ??lskar dig: En skilsm??ssokomedi,6.9,12905,7860,2011,0,0,30
1718199,Khotey Sikkey,7.1,7743,6900,2011,8,16,29
1335975,Kills on Wheels,6.4,38099,7080,2013,0,0,189
2092054,Lalbaug Parel: Zali Mumbai Sonyachi,,,1620,2011,0,0,0
1541775,Little Lunch: The Halloween Horror Story,6.8,1173,13020,2010,1,11,9
227445,Little Lunch: The Nightmare Before Graduation,6.8,85907,7440,2001,1,1,427
109506,Mango Dreams,7.6,111838,6120,1994,2,6,519
181689,Martyrs of Marriage,7.7,306842,8700,2002,16,50,1303
822854,Mystery Science Theater 3000,7.2,193697,7440,2007,0,0,321
409459,"Pizza, birra, faso",7.6,300438,9720,2009,5,11,1181
963178,Ranbhool,6.5,70770,7080,2009,0,0,185
944835,Rishta.com,6.4,190735,6000,2010,4,11,496
70355,Satrangi Re,7.2,33900,7440,1973,0,0,140
338337,Secret of the Nile,6.2,76948,7140,2003,2,2,328
111280,Sthaniya Sambaad,6.5,48696,7080,1994,2,4,226
99365,Tabula Rasa,6.4,39638,5760,1990,2,6,129
